STATION,NAME,DESCRIPTION,LATITUDE,LONGITUDE,STATUS,FIRST_YEAR,LAST_YEAR,TOTAL_YEARS,MISS_YEARS
01008100102,Gravel River,"At Highway 17,",48.92026514,-87.76869261,I,1973,1975,3,0
01008600102,Jackpine River,"At Highway 17,",48.97615777,-87.99794561,I,1973,1975,3,0
01008800102,Jackfish River,"At Highway 17,",49.00816414,-88.07728111,I,1973,1975,3,0
01009000102,Nipigon River,"At Bridge Cameron Falls,",49.15070614,-88.34866411,I,1969,1984,16,0
01009000202,Nipigon River,"At Highway 17,  Nipigon,",49.01958777,-88.25048049,I,1973,1994,22,0
01009200102,Black Sturgeon River,"At Highways 11 And 17,",48.90408102,-88.37817174,I,1973,1994,22,0
01009400102,Wolf River,"At Highways 11 And 17,",48.82115739,-88.53279599,I,1973,1975,3,0
01009500102,Coldwater Creek,"At Highways 11 And 17,",48.80400752,-88.53941749,I,1973,1975,3,0
01010000102,Pearl River,"1.5 Miles South East Of Pearl,",48.64930914,-88.63895962,I,1973,1977,4,1
01010300102,Mackenzie Creek,"At Highways 11 And 17,",48.53440427,-88.94199449,I,1973,1975,3,0
01010400102,Current River,"At Cumberland Street Thunder Bay,",48.45461427,-89.18687662,I,1966,1995,30,0
01010400202,Current River,"At Highways 11 And 17 Thunder Bay,",48.48247952,-89.18801899,A,1968,2021,42,12
01010500102,Mc Vicar Creek,"At Cumberland Street Thunder Bay,",48.43965452,-89.21410974,A,1966,2021,44,12
01010600102,Mc Intyre River,"At Hammond Ave Thunder Bay,",48.40912339,-89.23059224,I,1966,1983,18,0
01010600202,Mc Intyre River,"Highway 11 & 17 City Of Thunder Bay,",48.39965814,-89.24543749,A,1972,2021,38,12
01010700102,Neebing River,"At 110Th Ave Thunder Bay,",48.39936052,-89.22383674,I,1966,1982,17,0
01010700202,Neebing River,"Hwys.11&17 West Of Maplewood Side Road,",48.38122752,-89.35788387,A,1968,2021,42,12
01010700302,Need-Mcintyre River,"Diversion At 110Th Ave,",48.39935077,-89.22339287,I,1983,1995,13,0
01010700402,Neebing River,"Neebing River,  Near Thunder Bay And Near,Hydat Station",48.38338889,-89.30655556,A,2012,2021,9,0
01010800102,Kaministiquia River,"James St(Hwy 61B),  Thunder Bay,",48.35863464,-89.28760749,A,1966,2021,49,7
01010800202,Kaministiquia River,"Upstream Of Highway No 61 Bridge,",48.34543877,-89.30564887,I,1966,1996,31,0
01010800302,Kaministiquia River,"Middle Of Turning Basin,",48.35241464,-89.30183912,I,1968,1995,28,0
01010800402,Kaministiquia River,"Near Mouth Thunder Bay,",48.39231914,-89.21905662,I,1978,1996,19,0
01010800502,Kaministiquia River,"At Mission River Junction,",48.37105902,-89.24866737,I,1968,1996,29,0
01010800602,Slate River,"Candy Mountain Road,",48.32579589,-89.40438324,A,2008,2021,14,0
01010900102,Mc Kellar River,"At 104Th Ave Thunder Bay,",48.37708439,-89.23996924,I,1966,1996,28,3
01010900202,Mc Kellar River,"Near Mouth City Of Thunder Bay,",48.37734877,-89.21224287,I,1968,1996,29,0
01011000102,Mission River,"Near Mouth,",48.35916002,-89.22809987,I,1968,1996,29,0
01011500102,Cloud River,"At First Bridge Above Cloud Bay,",48.08446177,-89.44608599,I,1973,1975,3,0
01011600102,Pine River,"At Highway 61,",48.06773352,-89.53520499,I,1973,1975,3,0
03012000102,Naiscoot River,"Hwy.529 13Km N. Of Junction Of,Hwys 529 And 69",45.67238639,-80.48239711,I,1973,2005,12,21
03012400102,Magnetawan River,"At 1St.Bridge Dnstr.From Highway No 11,",45.62052314,-79.41108586,I,1968,1990,22,1
03012400202,Magnetawan River,"At Young Street Bridge Burks Falls,",45.62339339,-79.39699086,I,1973,1988,9,7
03012400302,Magnetawan River,"At Highway 69,",45.77458202,-80.49732198,I,1973,2002,19,11
03012400402,Bernard Creek,"1St.Bridge Dnstr.From Sundridge Lagoon,",45.71065852,-79.42659961,I,1978,1990,13,0
03012400502,Bernard Creek,"At Highway No. 520,",45.60746727,-79.45176548,I,1979,1990,12,0
03012400602,Magnetawan River,"At Inlet To Sand Lake,",45.63924227,-79.16496073,I,1988,1990,3,0
03012800102,Key River,"Hwy 69,  2.5 Km S. Of Junction Of,Hwys 522 And 69",45.89303652,-80.56585273,I,1973,2005,13,20
03013000102,Pickerel River,"At Highway 69,",45.99696577,-80.56646736,I,1973,2002,19,11
03013300102,French River,"Hwy 69,  2Km S. Of Bigwood,",46.01840702,-80.58313023,I,1973,2005,26,7
03013300202,Veuve River,"At First Road Upstream From Cache Bay,",46.35006639,-80.06021636,I,1979,1994,16,0
03013300302,Sturgeon River,"4Mi.Downstream From Highway No.17,",46.32454064,-79.97226323,I,1980,1994,15,0
03013300402,Sturgeon River,"At Bridge In Sturgeon Falls,",46.36995002,-79.93497473,I,1980,2016,16,21
03013300802,French River,"Dry Pine Bay,",46.04615202,-80.57953823,I,1968,1988,10,11
03013300901,Callander Bay,"Near Docks Callander Bay,",46.22042352,-79.37122786,I,1968,1991,19,5
03013301001,Lake Nipissing,"At Amelia Beach North Bay,",46.29895914,-79.46609673,I,1968,1989,16,6
03013301101,Lake Nipissing,"Downstream Government Docks North Bay,",46.31037002,-79.47142998,I,1968,1990,23,0
03013301202,Duchesnay River,"Hwy.17 Upstream Of Nordfibre,",46.33411377,-79.51103998,I,1968,1990,23,0
03013301302,Duchesnay River,"Hwy.17B Downstream Of Nordfibre,",46.329222,-79.50321,A,1968,2021,40,13
03013301402,La Vase River,"Upstream From Dupont North Bay,",46.27194477,-79.38272798,I,1973,1992,15,5
03013301502,La Vase River,"Downstream From Dupont North Bay,",46.25808139,-79.40318148,I,1968,1992,19,6
03013301601,Lake Temagami,"Near Cnr Water Intake Temagami,",47.06181039,-79.79251223,I,1968,1979,12,0
03013301702,Sturgeon River,"First Bridge Upstream From Crystal Falls,",46.46277402,-79.90061923,I,1968,1988,21,0
03013301802,Sturgeon River,"Downstream From Sturgeon Falls,",46.34924714,-79.95617086,I,1968,1979,12,0
03013301902,Chippewa Creek,"At Mouth,  Memorial Dr, ,Amelia Park,  North Bay",46.301073,-79.459227,A,1968,2021,43,10
03013302002,Genesee Creek,"Powassan Water Works,",46.08245127,-79.35671286,I,1968,1990,16,7
03013302102,Duchesnay River,"At Highway 11 North Bay,",46.41100514,-79.46621061,I,1973,1975,3,0
03013302202,Genesee Creek,"At Highway 11 Powassan,",46.08426227,-79.36942411,I,1973,1991,14,5
03013302302,South River,"At Hwy.No.11 North Of South River,",45.84866614,-79.37971423,I,1973,2016,22,22
03013302402,La Vase River,"At Mouth North Bay,",46.241797,-79.419694,A,1973,2021,27,21
03013302502,Chippewa Creek,"At Golf Club Road North Bay,",46.34466027,-79.45044148,I,1973,1994,20,2
03013302602,Parks Creek,"At Lakeshore Drive North Bay,",46.27650902,-79.44556111,I,1973,1988,11,5
03013302702,Tetapaga River,"Downstream From Sherman Mine,",47.04202889,-79.89235348,I,1978,1979,2,0
03013302802,Sturgeon River,"Downstrean From Highway No 17,",46.36559952,-79.93387273,I,1977,1994,18,0
03013302901,Sturgeon River,"Lake Temagami Mnr Dock,",47.06101089,-79.79376223,I,1983,1992,10,0
03013303002,Wasi River,"Lake Nosbonsing Rd,  Hwy 564, ,S. Of Callander",46.196399,-79.366542,A,1984,2021,28,9
03013303102,Lake Nipissing,"Wistiwasing River At 10Th Side Rd,Chisholm Twp.",46.16683664,-79.28140973,I,1984,1992,6,3
03013303202,Lake Nipissing,"Graham Cr At Con Rd# 16,",46.14902302,-79.27337511,I,1984,1992,6,3
03013303302,Lake Nipissing,"Outside Govt Dock,North Bay",46.31131002,-79.47399998,I,1987,1994,8,0
03013303402,Tetapaga River,"Dnstr. Of Tetapaga Lake,",47.05013452,-79.88649986,I,1989,1994,6,0
03013303502,Tetapaga River,"Between O'Connor And Tetapaga Lakes,",47.05979027,-79.87574711,I,1989,1994,6,0
03013303602,Lavase River,"At Hwy 116,",46.26322239,-79.39519861,I,1992,1992,1,0
03013303702,Lavase River,"3Km D/S Of Corbiel,",46.27031327,-79.32237436,I,1992,1992,1,0
03013303802,Lavase River,"3Km U/S Of Corbeil,",46.27099552,-79.25224823,I,1992,1992,1,0
03013303902,French River,"Marina Off Hwy 607A,Upstream Hwy 69,  French River",46.02056777,-80.57103311,I,2003,2004,2,0
03013304002,South River,"South River,  Chapman'S Landing,",46.104045,-79.525517,A,2017,2021,4,0
03013400102,Wanapitei River,"Hwy 537,  St. Cloud,",46.39508052,-80.80042673,A,1968,2021,46,8
03013400202,Wanapitei River,"Highway 17 In Wahnapitae,",46.48719214,-80.78274348,I,1968,1996,21,8
03013400302,Emery Creek,"Upstream From Wanapitei River Wahnapitae,",46.52989664,-80.74367511,A,1968,2021,31,23
03013400402,Wanapitei River,"At Outlet Of Wanapitei Lake,",46.66516302,-80.67136973,I,1968,1996,2,27
03013400502,Coniston Creek,"Highway 17 Coniston,",46.49397202,-80.84197348,I,1968,1996,28,1
03013400602,Coniston Creek,"Upstream From Wanapitei River Coniston,",46.47502777,-80.82138323,I,1968,1996,28,1
03013400701,Lake Wanapitei,"Massey Bay Eastern Part,",46.65707389,-80.76444298,I,1968,1971,4,0
03013400802,Wanapitei River,"At Timmins Chute,",46.52165827,-80.70889773,I,1978,1996,18,1
03013400901,Lake Wanapitei,"Near Mouth Of Massey Creek,",46.65458364,-80.76989236,I,1968,1976,9,0
03013401001,Lake Wanapitei,"Massey Bay Central Part,",46.66886089,-80.76515186,I,1968,1971,4,0
03013401102,Creek,"East Inlet To Massey Bay,",46.65277489,-80.76382036,I,1968,1976,7,2
03013401202,Coniston Creek,"Downstream From Junction With Romford Cr,",46.48545877,-80.83192986,I,1972,1979,8,0
03013401302,Romford Creek,"Upstream From Junction With Coniston Cr,",46.48404189,-80.83921448,I,1972,1991,20,0
03013401402,Romford Creek,"Edward Street Bridge,  Coniston,",46.48451902,-80.84987648,I,1972,1985,9,5
03013401582,Wanapitei River,"At Highway No.637 West Of Highway No 69,",46.15912952,-80.92323548,I,1973,1979,7,0
03013401602,Coniston Creek,"At N.I.R. Road,",46.56281289,-80.80243236,I,1981,1996,12,4
03013401702,Alice Lake Inlet,"3:1 Km South Of Trans Can Hwy,1 Km S Of Conniston",46.46500427,-80.85719248,I,1985,1991,4,3
03013401802,East Wanapitei River,"Portelance Rd,  Upstream Lake Wanapitei,",46.90332939,-80.83870886,A,2007,2021,15,0
04000100102,Little River,"At Riverside Drive Windsor,",42.33898639,-82.93043386,I,1964,1996,33,0
04000100202,Little River,"At Riverside Drive Windsor,",42.33898651,-82.93043711,I,1966,1966,1,0
04000200102,Parent Drain,"At Riverside Drive Tecumseh,",42.33271939,-82.89597011,I,1965,1975,11,0
04000300102,Manning Drain,"At Riverside Drive Riverside,",42.32638589,-82.86842123,I,1964,1975,12,0
04000300202,Manning Drain,"At Essex County Roads 2 And 9 Tecumseh,",42.31226551,-82.86931311,I,1975,1979,5,0
04000400102,Pike Creek,"At Tecumseh Road And Highway No 39,",42.31352651,-82.84298998,I,1964,1971,8,0
04000500102,Puce River,"At Highway 39,",42.29956751,-82.78100961,I,1964,1971,8,0
04000500202,Puce River,"1St Concession South Of Highway 401,",42.22888064,-82.79017411,I,1972,1985,5,9
04000500302,Puce River,"At Essex County Road 42 South Of Puce,",42.27742739,-82.78883348,I,1975,1996,22,0
04000700102,Belle River,"At Cnr Bridge Village Of Belle River,",42.29581114,-82.71123273,I,1964,1971,8,0
04000700202,Belle River,"At First Road South Of Highway 401,",42.23044539,-82.71819186,I,1975,1996,22,0
04001000102,Ruscom River,"At Tecumseh Road Rochester Township,",42.29391889,-82.62404598,I,1964,1971,8,0
04001000202,Ruscom River,"1 Mile East Of Exit 6 On Highway 401,",42.23234689,-82.61653173,I,1975,1996,19,3
04001000302,Ruscom River,"Ruscom River,  Trepanier Rd,  N.Of Hwy 401,",42.24355614,-82.61438286,A,1991,2021,24,7
04001300102,Thames River,"At Lake St Clair Left Top,",42.31879076,-82.45281586,I,1964,1970,7,0
04001300202,Thames River,"At Lake St Clair Centre Top,",42.31851064,-82.45307986,I,1964,1970,7,0
04001300302,Thames River,"At Lake St Clair Centre Bottom,",42.31851064,-82.45307986,I,1964,1970,7,0
04001300402,Thames River,"At Lake St Clair Right Top,",42.31822664,-82.45342623,I,1964,1971,8,0
04001300502,Tilbury Creek,"Tecumseh Rd,  Essex Cnty Rd. 2,",42.29047689,-82.45332461,I,1964,1971,8,0
04001300602,Baptiste Creek,"At Tecumseh Road Tilbury Township North,",42.30404451,-82.43577611,I,1964,1971,8,0
04001300702,Thames River,"Jacob Rd Bridge,  Left Side,Facing Upstream",42.35582876,-82.32051898,I,1966,1984,8,11
04001300782,Thames River,"Jacob Rd,  Kent Cnty Rd 35, ,Prairie Siding",42.35582826,-82.32051836,I,1972,2002,28,3
04001300802,Thames River,"At Bridge Prairie Siding Right Top,",42.35502426,-82.31961036,I,1966,1971,6,0
04001300902,Thames River,"Highway 2 Kiel Drive Chatham Left Top,",42.39408589,-82.21040773,I,1964,1971,8,0
04001300983,Thames River,"Kiel Dr,  Chatham,",42.39408539,-82.21040698,I,1972,1975,4,0
04001301002,Thames River,"Kiel Dr,  Chatham,  Right Side,Facing Upstream",42.39366726,-82.20966061,I,1964,1971,8,0
04001301102,Newbiggin Creek,"Longwoods Rd,  Middlesex Cnty Rd 2, ,Strathburn",42.72508939,-81.66736648,I,1965,1982,9,9
04001301202,Dingman Creek,"Longwoods Rd,  Lambeth,",42.90833726,-81.30527961,I,1964,1971,8,0
04001301302,Thames River,"Sanatorium Rd,  London,",42.96307301,-81.33185761,I,1967,1971,5,0
04001301402,North Thames River,"Fanshaw Lake Dam,Fanshawe Conservation Area",43.04171664,-81.18229186,A,1965,2021,13,44
04001301502,North Thames River,"Park Street,  St Marys,",43.25554964,-81.14530061,I,1964,1996,33,0
04001301602,Thames River,"Dundas St,   Woodstock Dnstrm,Pittock Res.",43.12633764,-80.77928186,A,1964,2021,52,6
04001301702,Cedar Creek,"Ingersoll Road,  Woostock,",43.12741876,-80.77084186,A,1964,2021,31,27
04001301802,Thames River,"Blandford Twp Rd 6,  Innerkip,",43.20287576,-80.69037186,I,1967,1992,24,2
04001301902,Thames River,"Keil Drive,  Chatham,  Centre Top,",42.39391589,-82.21010036,I,1964,1966,3,0
04001302002,Thames River,"Keil Dr,  Chatham,  Centre Bottom,",42.39391576,-82.21010023,I,1964,1966,3,0
04001302102,Thames River,"Foot Bridge(Northern Side Top),Golf Course",42.96271626,-81.29856598,I,1964,1966,3,0
04001302202,Thames River,"Foot Bridge(Southern Side Top), ,Golf Course",42.96238539,-81.29813236,I,1964,1966,3,0
04001302302,Thames River,"Foot Bridge(Centre Top),  Golf Course,",42.96256214,-81.29836411,I,1964,1966,3,0
04001302402,Thames River,"Foot Bridge(Centre Bottom), ,Golf Course",42.96256214,-81.29836411,I,1964,1966,3,0
04001302502,Avon River,"Perth Cnty Rd 32,  Dwnstrm Stratford,",43.36605826,-81.01866973,A,1967,2021,54,1
04001302602,Tilbury Creek,"3Rd Conc,  Tilbury West Twp,",42.27599414,-82.44746898,I,1972,1996,25,0
04001302702,North Thames River,"Middlesex Cnty Rd 42, Clarke Rd,  London,",43.04192389,-81.19470748,I,1972,2015,42,2
04001302802,Thames River,"Glendon Dr,  Kilworth,  Dwnstrm Of London,",42.96371301,-81.39032136,I,1972,1977,5,1
04001302902,Dingman Creek,"Kilbourne Rd, 1St Conc Dwnstrm, Lambeth,",42.91414551,-81.31366036,A,1972,2021,48,2
04001303002,Newbiggin Creek,"Newbiggen Dr,  2Nd Conc Dwnstrm Glencoe,",42.73701039,-81.68362898,I,1972,1975,4,0
04001303102,Lock Drain,"Cundle Ln,  Harwich Twp,",42.35233064,-82.08100761,I,1972,1996,20,5
04001303202,Thames River,"Graham Rd,  Cnty Rd 76,  S. Of Woodgreen,",42.67340264,-81.69612286,I,1973,1982,10,0
04001303302,Big Creek,"Road 310,  Lakeshore,  W. Of Strangfield,(Formerly Conc 10,  Tilbury West Twp)",42.19263914,-82.51680573,A,1974,2021,42,6
04001303402,Nissouri Creek,"Rd 78,  Nissouri Twp,  W. Of Embro (Ag-5),",43.13012626,-80.96284073,I,1974,1977,4,0
04001303602,Oxbow Creek,"Ten Mile Rd,  Sw Of Ilderton,",43.07067201,-81.36292548,I,1975,1979,5,0
04001303702,Dingman Creek,"Wellington Road,  London,",42.91139514,-81.20727198,I,1975,1996,22,0
04001303802,Thames River,"Vansittart Ave,  Woodstock, ,Dwnstrm Pittock Res.",43.14481876,-80.76696536,I,1975,2002,27,1
04001303902,Thames River,"Pemberton Street Ingersoll,",43.04537076,-80.87681323,I,1975,1996,22,0
04001304002,North Branch Creek,"37Th Ln,  Oxford Cnty Rd 6, ,N. Of Embro",43.16245089,-80.90490398,I,1975,1978,4,0
04001304102,Middle Thames River,"Rd 64,  Dwnstrm Thamesford,",43.03141939,-80.99848748,A,1975,2021,45,2
04001304202,Thames River,"Dwnstrm Ingersoll,  N. Of Cnty Rd. 9,",43.01864126,-80.92690923,A,1975,2021,41,6
04001304302,North Thames River,"Hwy 7,  Elginfield Rd,  Dwnstrm St. Marys,",43.20836501,-81.20750873,I,1975,1996,21,1
04001304402,North Thames River,"Ln 32,  Dwnstrm Mitchell,",43.45058551,-81.20725048,A,1975,2021,45,2
04001304502,North Thames River,"Off Thomas St, 2.5Km Dwnstrm St Marys,",43.23914339,-81.17016261,I,1975,2002,27,1
04001304602,Tilbury Creek,"Kent Cnty Rd 2,  West Of Tilbury,",42.26356176,-82.44951898,I,1975,1996,22,0
04001304702,Thames River,"Middlesex Cnty Rd 16,  Se Of Komoka,",42.93474951,-81.42151298,A,1975,2021,46,1
04001304802,Thames River,"1Km Dnstr Chatham S.T.P.,  Off,Riverview Dr",42.38817389,-82.23067686,I,1975,1979,5,0
04001304902,Mcgregor Creek,"Kent Bridge Rd,  N. Of Hwy 401, ,S. Of Harwich",42.44423214,-81.98409836,I,1975,1996,22,0
04001305002,North Thames River,"Thorndale Rd,  Upstrm Fanshawe Lake,",43.09624414,-81.16853661,A,1975,2021,41,6
04001305102,Thames River,"Hamilton Rd,  London,",42.96867226,-81.15017261,I,1975,2017,24,19
04001305202,Big Swamp Drain,"Middlesex Cnty Rd 32,  S. Of Dorchester,",42.97574489,-81.05508961,I,1976,2002,21,6
04001305302,Thames River,"Meadowlily Road,  London,",42.97290314,-81.18753748,I,1976,1978,3,0
04001305405,Storm Drain,"Avon Rv Approx 300M Upstrm Of,Lorne Ave,  Stratford",43.36676751,-81.01493098,I,1976,1978,3,0
04001305502,Thames River,"Oxford Cnty Rd 59,  S. Of Tavistock,",43.30582189,-80.84909448,I,1976,2002,26,1
04001305602,North Thames River,"Dnstr.From Campbells Soup Co.Outfall,Dnstrm St. Marys",43.24024814,-81.19118223,I,1976,1979,4,0
04001305702,White Ash Creek,"Magnavilla Line,  S. Of Thamesville,(Previously Ended 31-Dec-1977)",42.54024949,-81.96321847,A,1976,2021,13,33
04001305802,Thames River,"Kent Bridge Rd,  Kent Bridge,",42.51391626,-82.07167161,A,1976,2021,41,5
04001305902,Lawton Drain,"Dorchester Rd,  S. Of Dorchester,",42.97192351,-81.05404073,I,1978,1983,6,0
04001306002,Dorchester Swamp Cr,"200M Upstrm Of Dorchester Rd, ,S. Of Dorchester",42.97637064,-81.05284261,I,1978,1983,6,0
04001306102,Turkey Creek,"Mill Rd, Elgin Cnty Rd. 19,  Southwold,",42.80653839,-81.36270998,I,1977,1996,20,0
04001306202,Komoka Creek,"Oxbow Dr,  W. Of Komoka,",42.94370551,-81.45678486,I,1983,1989,2,5
04001306302,Komoka Creek,"Glendon Dr,  Komoka,",42.93796101,-81.44090948,A,1983,2021,20,19
04001306402,Trout Creek,"Perth County Rd 9,  Dnstrm Wildwood,Reservoir",43.26643989,-81.08411186,A,1979,2021,42,1
04001306502,Sharon Creek,"At Sharon Reservoir Outlet,",42.88516864,-81.40137661,I,1979,1996,18,0
04001306602,Trout Creek,"33Rd Ln,  Zorra Twp,  Upstrm Wildwood,Reservoir",43.25235764,-80.98515886,A,1979,2021,42,1
04001306702,North Thames River,"Road 133,  500M Upstrm Confluence With,Flat Creek",43.28712501,-81.16860411,I,1979,2003,18,7
04001306802,Reynolds Creek,"W. Of Putnam Rd,  S. Of Hwy 401,",42.97333726,-80.95212698,A,1979,2021,29,14
04001306902,Foldens Creek,"Curry Rd. S. Of Hwy 401,",43.04337426,-80.81909398,I,1981,2002,21,1
04001307002,Reynolds Creek,"Hwy 19,  N. Of Mount Elgin,",42.97016514,-80.80168698,I,1982,1987,6,0
04001307102,Reynolds Creek,"Pigram Rd,",42.92033376,-80.90077273,I,1982,1987,6,0
04001307202,Ceder Creek,"Curries Rd,  Oxford Cnty Rd 40, ,E. Of Sweaburg",43.06936101,-80.73438323,I,1982,2003,21,1
04001307302,Newbiggin Creek,"Dundonald Rd,  S. Of Glencoe,",42.71793864,-81.66988373,A,1982,2021,34,6
04001307502,Thames River,"Simpson Rd,  Middlesex Cnty Rd 45,",42.69906876,-81.66385448,I,1983,1996,14,0
04001307602,School House Drain,"Ln 37,  E. Of Brocksden,",43.38819551,-80.87330573,I,1983,1983,1,0
04001308002,Thames River,"S. Thames Rvr,  Oxford Co.Rd. 29, Innerkip,",43.21543364,-80.69161523,A,1988,2021,32,2
04001308102,Mcgregor Creek,"Communication Rd. Near Hwy 401, ,S.E. Of Chatham",42.38328064,-82.09484398,A,2002,2021,20,0
04001308202,Thames River,"Jacob Rd,  Kent Cnty Rd 35 Prairie Siding,",42.35543939,-82.32007686,A,2002,2021,20,0
04001308302,Thames River,"Currie Rd,  Reg Rd 8,  Nw Of Dutton,",42.73153714,-81.57772073,A,2002,2021,20,0
04001308602,Oxbow Creek,"Vanneck Rd,  Kilworth,",42.96305914,-81.40696673,A,2003,2021,19,0
04001308902,Flat Creek,"Rd 137,  Blanshard Twp,",43.28490076,-81.17250548,A,2003,2021,19,0
04001309002,Fish Creek,"Perth Cnty Rd 139,  N. Of Prospect Hill,",43.22063426,-81.23680886,A,2003,2021,19,0
04001309102,Reynolds Creek,"Hamilton Rd,  N. Of Hwy 401,  Putnam,",42.98867889,-80.95678548,I,2005,2015,11,0
04001309202,Black Creek,"Perth Cnty Rd 20,  E. Of Fullarton,",43.37517101,-81.18445348,A,2003,2021,19,0
04001309402,Otter Creek,"Rd 133,  Blanchard Twp,  N. Of St. Marys,",43.27880964,-81.16672448,A,2003,2021,19,0
04001309502,Gregory Creek,"Nissouri Rd,  Sw Of Cherry Grove,",43.16653189,-81.18986186,A,2003,2021,19,0
