STATION,DATE_YYYYMMDD,TIME_HH:MM,PARM_DESCRIPTION,UNITS,RESULT,PARM
6007601802,2010-06-30,12:08,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,43.8,NAUT
6007602302,2010-06-30,12:47,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,67.2,CAUT
6007602302,2010-06-30,12:47,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.7,MGUT
6007602302,2010-06-30,12:47,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,141.0,CLIDUR
6007602302,2010-06-30,12:47,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.117,NNHTUR
6007602302,2010-06-30,12:47,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.99,NNOTUR
6007602302,2010-06-30,12:47,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.01,KKUT
6007602302,2010-06-30,12:47,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,88.4,NAUT
6007600602,2010-06-30,12:57,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.64,NNOTUR
6007600602,2010-06-30,12:57,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.111,NNHTUR
6007600602,2010-06-30,12:57,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,195.0,CLIDUR
6007600602,2010-06-30,12:57,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,118.0,NAUT
6007600602,2010-06-30,12:57,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.05,KKUT
6007600602,2010-06-30,12:57,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,71.5,CAUT
6007600602,2010-06-30,12:57,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.3,MGUT
6007605002,2010-06-30,7:57,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,40.8,NAUT
6007605002,2010-06-30,7:57,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.91,KKUT
6007605002,2010-06-30,7:57,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,69.1,CLIDUR
6007605002,2010-06-30,7:57,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.7,MGUT
6007605002,2010-06-30,7:57,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.051,NNHTUR
6007605002,2010-06-30,7:57,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.1,NNOTUR
6007605002,2010-06-30,7:57,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,70.2,CAUT
6007601702,2010-06-30,8:44,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.3,MGUT
6007601702,2010-06-30,8:44,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,32.2,NAUT
6007601702,2010-06-30,8:44,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.27,KKUT
6007601702,2010-06-30,8:44,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.894,NNOTUR
6007601702,2010-06-30,8:44,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.035,NNHTUR
6007601702,2010-06-30,8:44,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,55.8,CLIDUR
6007601702,2010-06-30,8:44,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,72.8,CAUT
6007600302,2010-06-30,9:28,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,58.7,CLIDUR
6007600302,2010-06-30,9:28,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.031,NNHTUR
6007600302,2010-06-30,9:28,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.2,NNOTUR
6007600302,2010-06-30,9:28,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,73.2,CAUT
6007600302,2010-06-30,9:28,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.2,MGUT
6007600302,2010-06-30,9:28,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,33.8,NAUT
6007600302,2010-06-30,9:28,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.23,KKUT
6007600302,2010-07-28,10:06,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,41.2,NAUT
6007600302,2010-07-28,10:06,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.57,NNOTUR
6007600302,2010-07-28,10:06,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.023,NNHTUR
6007600302,2010-07-28,10:06,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,75.1,CLIDUR
6007600302,2010-07-28,10:06,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.34,KKUT
6007600302,2010-07-28,10:06,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.9,MGUT
6007600302,2010-07-28,10:06,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,76.8,CAUT
6007601002,2010-07-28,12:06,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.8,NNOTUR
6007601002,2010-07-28,12:06,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.041,NNHTUR
6007601002,2010-07-28,12:06,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,60.6,CLIDUR
6007601002,2010-07-28,12:06,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,32.4,NAUT
6007601002,2010-07-28,12:06,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.73,KKUT
6007601002,2010-07-28,12:06,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,69.9,CAUT
6007601002,2010-07-28,12:06,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.2,MGUT
6007601802,2010-07-28,12:49,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.031,NNHTUR
6007601802,2010-07-28,12:49,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,142.0,MGUT
6007601802,2010-07-28,12:49,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,82.1,CLIDUR
6007601802,2010-07-28,12:49,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.09,NNOTUR
6007601802,2010-07-28,12:49,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,239.0,CAUT
6007601802,2010-07-28,12:49,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,98.7,KKUT
6007601802,2010-07-28,12:49,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,127.0,NAUT
6007602302,2010-07-28,13:29,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.0,MGUT
6007602302,2010-07-28,13:29,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.46,KKUT
6007602302,2010-07-28,13:29,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,110.0,NAUT
6007602302,2010-07-28,13:29,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,194.0,CLIDUR
6007602302,2010-07-28,13:29,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.148,NNHTUR
6007602302,2010-07-28,13:29,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.46,NNOTUR
6007602302,2010-07-28,13:29,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,76.9,CAUT
6007600602,2010-07-28,13:51,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.173,NNHTUR
6007600602,2010-07-28,13:51,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,215.0,CLIDUR
6007600602,2010-07-28,13:51,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.04,NNOTUR
6007600602,2010-07-28,13:51,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.7,MGUT
6007600602,2010-07-28,13:51,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,75.8,CAUT
6007600602,2010-07-28,13:51,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.18,KKUT
6007600602,2010-07-28,13:51,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,134.0,NAUT
6007605002,2010-07-28,8:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,57.3,NAUT
6007605002,2010-07-28,8:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.99,KKUT
6007605002,2010-07-28,8:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.8,MGUT
6007605002,2010-07-28,8:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,70.4,CAUT
6007605002,2010-07-28,8:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.08,NNOTUR
6007605002,2010-07-28,8:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.029,NNHTUR
6007605002,2010-07-28,8:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,89.4,CLIDUR
6007601702,2010-07-28,8:58,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,74.0,CAUT
6007601702,2010-07-28,8:58,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.4,MGUT
6007601702,2010-07-28,8:58,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.45,KKUT
6007601702,2010-07-28,8:58,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,41.4,NAUT
6007601702,2010-07-28,8:58,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.026,NNHTUR
6007601702,2010-07-28,8:58,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.26,NNOTUR
6007601702,2010-07-28,8:58,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,39.5,CLIDUR
6007601002,2010-08-25,11:28,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.8,MGUT
6007601002,2010-08-25,11:28,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.87,KKUT
6007601002,2010-08-25,11:28,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,62.9,CLIDUR
6007601002,2010-08-25,11:28,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.027,NNHTUR
6007601002,2010-08-25,11:28,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.861,NNOTUR
6007601002,2010-08-25,11:28,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,34.6,NAUT
6007601802,2010-08-25,12:08,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.18,NNOTUR
6007601802,2010-08-25,12:08,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.026,NNHTUR
6007601802,2010-08-25,12:08,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,59.9,NAUT
6007601802,2010-08-25,12:08,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.31,KKUT
6007601802,2010-08-25,12:08,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.1,MGUT
6007601802,2010-08-25,12:08,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,94.3,CLIDUR
6007602302,2010-08-25,12:45,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,183.0,CLIDUR
6007602302,2010-08-25,12:45,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.082,NNHTUR
6007602302,2010-08-25,12:45,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.8,NNOTUR
6007602302,2010-08-25,12:45,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,119.0,NAUT
6007602302,2010-08-25,12:45,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.07,KKUT
6007602302,2010-08-25,12:45,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.9,MGUT
6007600602,2010-08-25,13:02,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.125,NNHTUR
6007600602,2010-08-25,13:02,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,222.0,CLIDUR
6007600602,2010-08-25,13:02,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.19,NNOTUR
6007600602,2010-08-25,13:02,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.8,MGUT
6007600602,2010-08-25,13:02,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.75,KKUT
6007600602,2010-08-25,13:02,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,138.0,NAUT
6007605002,2010-08-25,7:47,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,112.0,CLIDUR
6007605002,2010-08-25,7:47,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.025,NNHTUR
6007605002,2010-08-25,7:47,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.55,NNOTUR
6007605002,2010-08-25,7:47,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.1,MGUT
6007605002,2010-08-25,7:47,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,68.4,NAUT
6007605002,2010-08-25,7:47,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.54,KKUT
6007601702,2010-08-25,8:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,89.0,CLIDUR
6007601702,2010-08-25,8:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.043,NNHTUR
6007601702,2010-08-25,8:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.7,NNOTUR
6007601702,2010-08-25,8:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.1,MGUT
6007601702,2010-08-25,8:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.77,KKUT
6007601702,2010-08-25,8:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,58.9,NAUT
6007600302,2010-08-25,9:20,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.77,NNOTUR
6007600302,2010-08-25,9:20,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.022,NNHTUR
6007600302,2010-08-25,9:20,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,82.7,CLIDUR
6007600302,2010-08-25,9:20,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,54.5,NAUT
6007600302,2010-08-25,9:20,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.57,KKUT
6007600302,2010-08-25,9:20,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.3,MGUT
6007601002,2010-09-29,11:55,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.737,NNOTUR
6007601002,2010-09-29,11:55,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.0,MGUT
6007601002,2010-09-29,11:55,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.5,KKUT
6007601002,2010-09-29,11:55,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,32.7,NAUT
6007601002,2010-09-29,11:55,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,60.6,CLIDUR
6007601002,2010-09-29,11:55,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.009,NNHTUR
6007601002,2010-09-29,11:55,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,76.0,CAUT
6007601802,2010-09-29,12:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,66.5,CLIDUR
6007601802,2010-09-29,12:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.061,NNHTUR
6007601802,2010-09-29,12:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.4,MGUT
6007601802,2010-09-29,12:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,58.3,CAUT
6007601802,2010-09-29,12:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.92,KKUT
6007601802,2010-09-29,12:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,37.6,NAUT
6007601802,2010-09-29,12:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.463,NNOTUR
6007602302,2010-09-29,13:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.99,KKUT
6007602302,2010-09-29,13:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,106.0,NAUT
6007602302,2010-09-29,13:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.7,MGUT
6007602302,2010-09-29,13:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,72.0,CAUT
6007602302,2010-09-29,13:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,100.0,CLIDUR
6007602302,2010-09-29,13:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.191,NNHTUR
6007602302,2010-09-29,13:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.382,NNOTUR
6007600602,2010-09-29,13:35,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,61.5,NAUT
6007600602,2010-09-29,13:35,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.621,NNOTUR
6007600602,2010-09-29,13:35,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,1.11,NNHTUR
6007600602,2010-09-29,13:35,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,194.0,CLIDUR
6007600602,2010-09-29,13:35,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.73,KKUT
6007600602,2010-09-29,13:35,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,11.9,MGUT
6007600602,2010-09-29,13:35,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,58.7,CAUT
6007605002,2010-09-29,8:05,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,39.5,NAUT
6007605002,2010-09-29,8:05,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,65.5,CAUT
6007605002,2010-09-29,8:05,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.8,MGUT
6007605002,2010-09-29,8:05,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.04,KKUT
6007605002,2010-09-29,8:05,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,72.4,CLIDUR
6007605002,2010-09-29,8:05,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.28,NNOTUR
6007605002,2010-09-29,8:05,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.052,NNHTUR
6007601702,2010-09-29,8:55,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.019,NNHTUR
6007601702,2010-09-29,8:55,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.1,MGUT
6007601702,2010-09-29,8:55,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.38,KKUT
6007601702,2010-09-29,8:55,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,31.2,NAUT
6007601702,2010-09-29,8:55,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,74.2,CAUT
6007601702,2010-09-29,8:55,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.883,NNOTUR
6007601702,2010-09-29,8:55,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,57.6,CLIDUR
6007600302,2010-09-29,9:55,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.14,NNOTUR
6007600302,2010-09-29,9:55,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.013,NNHTUR
6007600302,2010-09-29,9:55,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,63.2,CLIDUR
6007600302,2010-09-29,9:55,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.09,KKUT
6007600302,2010-09-29,9:55,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.1,MGUT
6007600302,2010-09-29,9:55,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,70.4,CAUT
6007600302,2010-09-29,9:55,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,33.6,NAUT
6007601002,2010-10-27,11:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.858,NNOTUR
6007601002,2010-10-27,11:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,59.3,CLIDUR
6007601002,2010-10-27,11:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.012,NNHTUR
6007601002,2010-10-27,11:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.16,KKUT
6007601002,2010-10-27,11:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,31.5,NAUT
6007601002,2010-10-27,11:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.7,MGUT
6007601002,2010-10-27,11:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,79.2,CAUT
6007601802,2010-10-27,12:00,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,85.7,CLIDUR
6007601802,2010-10-27,12:00,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.134,NNHTUR
6007601802,2010-10-27,12:00,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.03,NNOTUR
6007601802,2010-10-27,12:00,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,73.2,CAUT
6007601802,2010-10-27,12:00,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.3,MGUT
6007601802,2010-10-27,12:00,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.62,KKUT
6007601802,2010-10-27,12:00,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,47.6,NAUT
6007602302,2010-10-27,12:35,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.6,MGUT
6007602302,2010-10-27,12:35,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.49,KKUT
6007602302,2010-10-27,12:35,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,79.5,NAUT
6007602302,2010-10-27,12:35,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,72.3,CAUT
6007602302,2010-10-27,12:35,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,100.0,CLIDUR
6007602302,2010-10-27,12:35,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.353,NNHTUR
6007602302,2010-10-27,12:35,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.807,NNOTUR
6007600602,2010-10-27,13:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,115.0,NAUT
6007600602,2010-10-27,13:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.6,KKUT
6007600602,2010-10-27,13:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.47,NNOTUR
6007600602,2010-10-27,13:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.718,NNHTUR
6007600602,2010-10-27,13:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,253.0,CLIDUR
6007600602,2010-10-27,13:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.5,MGUT
6007600602,2010-10-27,13:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,75.7,CAUT
6007605002,2010-10-27,7:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,84.9,CLIDUR
6007605002,2010-10-27,7:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.026,NNHTUR
6007605002,2010-10-27,7:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.58,NNOTUR
6007605002,2010-10-27,7:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.67,KKUT
6007605002,2010-10-27,7:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,49.9,NAUT
6007605002,2010-10-27,7:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.4,MGUT
6007605002,2010-10-27,7:25,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,75.7,CAUT
6007601702,2010-10-27,8:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,79.7,CAUT
6007601702,2010-10-27,8:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.1,MGUT
6007601702,2010-10-27,8:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,68.1,CLIDUR
6007601702,2010-10-27,8:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.016,NNHTUR
6007601702,2010-10-27,8:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.35,NNOTUR
6007601702,2010-10-27,8:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.25,KKUT
6007601702,2010-10-27,8:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,37.9,NAUT
6007600302,2010-10-27,9:05,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.53,NNOTUR
6007600302,2010-10-27,9:05,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.019,NNHTUR
6007600302,2010-10-27,9:05,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.8,MGUT
6007600302,2010-10-27,9:05,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,79.3,CAUT
6007600302,2010-10-27,9:05,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.09,KKUT
6007600302,2010-10-27,9:05,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,37.4,NAUT
